"","CAND_ID","CAND_ELECTION_YR","CMTE_ID","LINKAGE_ID"
"620","H2CA10186",2022,"C00779702",240848
"621","H2CA10194",2022,"C00787424",241775
"622","H2CA10202",2022,"C00792929",242261
"623","H2CA10210",2022,"C00793984",242363
"624","H2CA10228",2022,"C00794271",242376
"625","H2CA10236",2022,"C00797068",242672
"626","H2CA10244",2022,"C00803577",243449
"627","H2CA12166",2022,"C00765974",239289
"628","H2CA12174",2022,"C00766493",239319
"629","H2CA12182",2022,"C00768952",239650
"630","H2CA12190",2022,"C00775049",240325
"631","H2CA12208",2022,"C00777615",240641
"632","H2CA12216",2022,"C00781401",241042
"633","H2CA12224",2022,"C00799718",243011
"634","H2CA12232",2022,"C00806968",243880
"635","H2CA12240",2022,"C00808097",244006
"636","H2CA12257",2022,"C00810978",244351
"637","H2CA13107",2022,"C00798348",242850
"638","H2CA13115",2022,"C00801431",243173
"639","H2CA13115",2022,"C00828434",245941
"640","H2CA13123",2022,"C00803452",243425
"641","H2CA13131",2022,"C00798660",245521
"642","H2CA13131",2022,"C00808279",243985
"643","H2CA14147",2022,"C00788802",241875
"644","H2CA14154",2022,"C00795849",242563
"645","H2CA14162",2022,"C00795005",242453
"646","H2CA14170",2022,"C00795104",242454
"647","H2CA14188",2022,"C00795401",242514
"648","H2CA14196",2022,"C00802678",243305
"649","H2CA14204",2022,"C00803288",243399
"650","H2CA14212",2022,"C00805135",243635
"651","H2CA14220",2022,"C00808436",244025
"652","H2CA15094",2022,"C00502294",235205
"653","H2CA15110",2022,"C00772293",240119
"654","H2CA15136",2022,"C00802439",243285
"655","H2CA15144",2022,"C00814095",244776
"656","H2CA16126",2022,"C00771451",240010
"657","H2CA16134",2022,"C00772202",240093
"658","H2CA16142",2022,"C00783779",241386
"659","H2CA16159",2022,"C00797852",243426
"660","H2CA16167",2022,"C00805465",243688
"661","H2CA17116",2022,"C00761775",238307
"662","H2CA18130",2022,"C00764951",237389
"663","H2CA18148",2022,"C00785956",241639
"664","H2CA18155",2022,"C00796789",242638
"665","H2CA18163",2022,"C00799171",242917
"666","H2CA18171",2022,"C00805770",244777
"667","H2CA20094",2022,"C00702449",238261
"668","H2CA20094",2022,"C00499392",235429
"669","H2CA20136",2022,"C00783589",241362
"670","H2CA20144",2022,"C00805853",243746
"671","H2CA21175",2022,"C00764340",237957
"672","H2CA21183",2022,"C00767327",239420
"673","H2CA21191",2022,"C00779173",240800
"674","H2CA21209",2022,"C00784546",241471
"675","H2CA21217",2022,"C00788059",241832
"676","H2CA21225",2022,"C00787994",241815
"677","H2CA21233",2022,"C00791756",242154
"678","H2CA22165",2022,"C00770966",239965
"679","H2CA22173",2022,"C00796755",242629
"680","H2CA22181",2022,"C00797639",242710
"681","H2CA22199",2022,"C00771824",242809
"682","H2CA22207",2022,"C00798793",242881
"683","H2CA22215",2022,"C00800144",243060
"684","H2CA22215",2022,"C00799098",242918
"685","H2CA22223",2022,"C00800334",243086
"686","H2CA22231",2022,"C00801050",243132
"687","H2CA22249",2022,"C00802629",243306
"688","H2CA23148",2022,"C00768416",239539
"689","H2CA23155",2022,"C00779439",240812
"690","H2CA23163",2022,"C00791947",242160
"691","H2CA24179",2022,"C00779645",240837
"692","H2CA24187",2022,"C00802991",243400
"693","H2CA24195",2022,"C00802991",243379
"694","H2CA24203",2022,"C00803924",243471
"695","H2CA24211",2022,"C00800839",243704
"696","H2CA24229",2022,"C00820647",245462
"697","H2CA25184",2022,"C00770602",239913
"698","H2CA25192",2022,"C00773945",240218
"699","H2CA25200",2022,"C00774919",240304
"700","H2CA25218",2022,"C00781328",241043
"701","H2CA25226",2022,"C00781856",241102
"702","H2CA25234",2022,"C00783902",241398
"703","H2CA25242",2022,"C00803767",243450
"704","H2CA25259",2022,"C00808063",243986
"705","H2CA26125",2022,"C00765404",239249
"706","H2CA26133",2022,"C00767046",239401
"707","H2CA26158",2022,"C00799882",243034
"708","H2CA26166",2022,"C00802447",243286
"709","H2CA26182",2022,"C00808725",244050
"710","H2CA27222",2022,"C00769976",239830
"711","H2CA27230",2022,"C00786590",241722
"712","H2CA28113",2022,"C00498873",235536
"713","H2CA28162",2022,"C00798389",242851
"714","H2CA28170",2022,"C00803981",243488
"715","H2CA28188",2022,"C00809533",244160
"716","H2CA29087",2022,"C00807263",244522
"717","H2CA30275",2022,"C00748814",237660
"718","H2CA30283",2022,"C00774141",244778
"719","H2CA30291",2022,"C00766634",239345
"720","H2CA30309",2022,"C00784470",241472
"721","H2CA30325",2022,"C00805598",243705
"722","H2CA30333",2022,"C00807149",244661
"723","H2CA31125",2022,"C00510461",235255
"724","H2CA31141",2022,"C00774372",240274
"725","H2CA31158",2022,"C00785246",241581
"726","H2CA31166",2022,"C00801837",243218
"727","H2CA32222",2022,"C00763094",238571
"728","H2CA33048",2022,"C00259143",234910
"729","H2CA33196",2022,"C00779322",240782
"730","H2CA33212",2022,"C00785592",241605
"731","H2CA33220",2022,"C00789701",242125
"732","H2CA33238",2022,"C00795146",242477
"733","H2CA33253",2022,"C00819748",245362
"734","H2CA34079",2022,"C00795658",242533
"735","H2CA35142",2022,"C00804252",243518
"736","H2CA35159",2022,"C00809202",244096
"737","H2CA35167",2022,"C00806265",245088
"738","H2CA36439",2022,"C00525402",235538
"739","H2CA36439",2022,"C00502575",235494
"740","H2CA36454",2022,"C00791681",242148
"741","H2CA36462",2022,"C00792150",242270
"742","H2CA36496",2022,"C00807792",244007
"743","H2CA36504",2022,"C00812651",244545
"744","H2CA37023",2022,"C00257337",234915
"745","H2CA37296",2022,"C00790436",244740
"746","H2CA37304",2022,"C00795823",242579
"747","H2CA37312",2022,"C00800409",243219
"748","H2CA37320",2022,"C00802785",243326
"749","H2CA37338",2022,"C00807289",243881
"750","H2CA37346",2022,"C00807933",244026
"751","H2CA38245",2022,"C00768614",239555
"752","H2CA38252",2022,"C00778191",240666
"753","H2CA38260",2022,"C00795187",242478
"754","H2CA39078",2022,"C00384057",234842
"755","H2CA39136",2022,"C00665695",237080
"756","H2CA39151",2022,"C00776930",240516
"757","H2CA39169",2022,"C00807248",243896
"758","H2CA39177",2022,"C00808154",243987
"759","H2CA39185",2022,"C00814970",244867
"760","H2CA39193",2022,"C00815449",244920
"761","H2CA40076",2022,"C00786566",241711
"762","H2CA40084",2022,"C00799353",242971
"763","H2CA40092",2022,"C00801688",243519
"764","H2CA41132",2022,"C00795278",242484
"765","H2CA41140",2022,"C00808014",243988
"766","H2CA42163",2022,"C00750828",239198
"767","H2CA42189",2022,"C00774273",240531
"768","H2CA42197",2022,"C00785287",241570
"769","H2CA42205",2022,"C00792507",242224
"770","H2CA42213",2022,"C00798330",242822
"771","H2CA42221",2022,"C00777722",243327
"772","H2CA42247",2022,"C00808634",244027
"773","H2CA43245",2022,"C00498667",235579
"774","H2CA43393",2022,"C00807370",243909
"775","H2CA45125",2022,"C00782219",241160
"776","H2CA45133",2022,"C00785238",244779
"777","H2CA45141",2022,"C00784686",241486
"778","H2CA45158",2022,"C00785097",241571
"779","H2CA45174",2022,"C00798165",242810
"780","H2CA45208",2022,"C00805630",243706
"781","H2CA46131",2022,"C00780668",240943
"782","H2CA46149",2022,"C00786129",241677
"783","H2CA46156",2022,"C00792788",242234
"784","H2CA46164",2022,"C00810424",244251
"785","H2CA47162",2022,"C00760140",238605
"786","H2CA47170",2022,"C00783076",241293
"787","H2CA47188",2022,"C00797795",242745
"788","H2CA47196",2022,"C00798322",242823
"789","H2CA47196",2022,"C00798678",245522
"790","H2CA47204",2022,"C00798595",243061
"791","H2CA47220",2022,"C00808691",244028
"792","H2CA48111",2022,"C00768945",239651
"793","H2CA49242",2022,"C00779769",240854
"794","H2CA49259",2022,"C00789289",241898
"795","H2CA49267",2022,"C00799312",242946
"796","H2CA49275",2022,"C00801191",243163
"797","H2CA49317",2022,"C00808030",243989
"798","H2CA50026",2022,"C00497321",235543
"799","H2CA50174",2022,"C00764027",237624
"800","H2CA50182",2022,"C00784728",241517
"801","H2CA50190",2022,"C00784132",241442
"802","H2CA50208",2022,"C00783910",241416
"803","H2CA50216",2022,"C00797761",242873
"804","H2CA50224",2022,"C00798702",243012
"805","H2CA50232",2022,"C00807503",243938
"806","H2CA50240",2022,"C00812099",244505
"807","H2CA51206",2022,"C00799080",242919
"808","H2CA51214",2022,"C00802066",243248
"809","H2CA51222",2022,"C00811778",244465
"810","H2CA52089",2022,"C00503110",235423
"811","H2CA52147",2022,"C00766899",239388
"812","H2CA52154",2022,"C00786665",241723
"813","H2CA52162",2022,"C00802926",243350
"814","H2CA52188",2022,"C00810283",244631
"815","H2CA53020",2022,"C00779884",240883
"816","H2CA53038",2022,"C00795591",242527
"817","H2CO00043",2022,"C00790220",241979
"818","H2CO01173",2022,"C00777342",240566
"819","H2CO01199",2022,"C00783324",241336
"820","H2CO01207",2022,"C00808444",244029
"821","H2CO01215",2022,"C00819284",245294
"822","H2CO01223",2022,"C00823666",245668
"823","H2CO02171",2022,"C00790188",242050
"824","H2CO02197",2022,"C00811760",244446
"825","H2CO02205",2022,"C00810457",244615
"826","H2CO03195",2022,"C00766840",239373
"827","H2CO03203",2022,"C00767988",239486
"828","H2CO03211",2022,"C00768317",239522
"829","H2CO03237",2022,"C00769067",239652
"830","H2CO03245",2022,"C00769703",239763
"831","H2CO03252",2022,"C00775213",240344
"832","H2CO03260",2022,"C00777102",240532
"833","H2CO03278",2022,"C00778126",240652
"834","H2CO03286",2022,"C00779199",240783
"835","H2CO03302",2022,"C00786988",241740
"836","H2CO03310",2022,"C00791608",242145
"837","H2CO03328",2022,"C00799478",242972
"838","H2CO03336",2022,"C00802363",243287
"839","H2CO03344",2022,"C00806315",243787
"840","H2CO03351",2022,"C00805275",243788
"841","H2CO03369",2022,"C00816942",245053
"842","H2CO04151",2022,"C00812222",245164
"843","H2CO05133",2022,"C00763631",239046
"844","H2CO05141",2022,"C00772467",240148
"845","H2CO05158",2022,"C00772236",240120
"846","H2CO05174",2022,"C00782995",241294
"847","H2CO05182",2022,"C00786814",241751
"848","H2CO05190",2022,"C00786350",242127
"849","H2CO05208",2022,"C00795633",242534
"850","H2CO05216",2022,"C00799189",245165
"851","H2CO05224",2022,"C00801555",243188
"852","H2CO05232",2022,"C00804658",243582
"853","H2CO05240",2022,"C00805606",244161
"854","H2CO06172",2022,"C00778043",240642
"855","H2CO06180",2022,"C00780007",240884
"856","H2CO06206",2022,"C00805101",243636
"857","H2CO06214",2022,"C00806737",243844
"858","H2CO07154",2022,"C00769224",239682
"859","H2CO07162",2022,"C00790709",242034
"860","H2CO07162",2022,"C00771493",240027
"861","H2CO07170",2022,"C00798124",245596
"862","H2CO07170",2022,"C00781492",242857
"863","H2CO07188",2022,"C00801472",243174
"864","H2CO07196",2022,"C00802249",243261
"865","H2CO07204",2022,"C00802496",243288
"866","H2CO07212",2022,"C00804450",243560
"867","H2CO07220",2022,"C00820738",245873
"868","H2CO08012",2022,"C00785303",241572
"869","H2CO08020",2022,"C00787788",241798
"870","H2CO08038",2022,"C00790568",242011
"871","H2CO08046",2022,"C00790154",242095
"872","H2CO08053",2022,"C00792713",242235
"873","H2CO08061",2022,"C00793117",242271
"874","H2CO08079",2022,"C00794602",242412
"875","H2CO08079",2022,"C00798231",245528
"876","H2CO08087",2022,"C00795518",242499
"877","H2CO08095",2022,"C00796680",242630
"878","H2CO08103",2022,"C00798983",242920
"879","H2CO08111",2022,"C00802900",243351
"880","H2CO08137",2022,"C00801456",243831
"881","H2CO08145",2022,"C00809194",244075
"882","H2CT01197",2022,"C00764688",238324
"883","H2CT01205",2022,"C00767343",239431
"884","H2CT01213",2022,"C00778332",240682
"885","H2CT02112",2022,"C00410233",234946
"886","H2CT02161",2022,"C00768689",239574
"887","H2CT02161",2022,"C00818864",245778
"888","H2CT02179",2022,"C00785428",241583
"889","H2CT03102",2022,"C00785634",241613
"890","H2CT03110",2022,"C00805085",243611
"891","H2CT04126",2022,"C00805259",243672
"892","H2CT04134",2022,"C00807610",243942
"893","H2CT05222",2022,"C00784926",241542
"894","H2CT05222",2022,"C00775072",245779
"895","H2CT05230",2022,"C00792960",242272
"896","H2CT05248",2022,"C00809046",244070
"897","H2DC01011",2022,"C00763896",238727
"898","H2DC01029",2022,"C00794867",242443
"899","H2DC01060",2022,"C00821553",245511
"900","H2DE01039",2022,"C00789149",241928
"901","H2DE18017",2022,"C00810481",244272
"902","H2FL01225",2022,"C00779728",240867
"903","H2FL01233",2022,"C00782854",241268
"904","H2FL01241",2022,"C00793828",242323
"905","H2FL01258",2022,"C00794792",242427
"906","H2FL01282",2022,"C00818351",245199
"907","H2FL02140",2022,"C00776559",240463
"908","H2FL02165",2022,"C00794529",242428
"909","H2FL03163",2022,"C00774174",240246
"910","H2FL03189",2022,"C00783886",241418
"911","H2FL03197",2022,"C00789461",241921
"912","H2FL03205",2022,"C00800110",243049
"913","H2FL04146",2022,"C00763656",239498
"914","H2FL04153",2022,"C00783191",241307
"915","H2FL04179",2022,"C00814111",244772
"916","H2FL04187",2022,"C00814384",244781
"917","H2FL04195",2022,"C00814533",244819
"918","H2FL04203",2022,"C00814780",244846
"919","H2FL04211",2022,"C00818872",245792
"920","H2FL04211",2022,"C00816983",245041
"921","H2FL05200",2022,"C00780254",240908
"922","H2FL05218",2022,"C00788729",241874
"923","H2FL05226",2022,"C00805119",243637
"924","H2FL05242",2022,"C00820951",245490
"925","H2FL06190",2022,"C00785691",241626
"926","H2FL06208",2022,"C00817783",245120
"927","H2FL07149",2022,"C00769000",240221
"928","H2FL07156",2022,"C00774943",240305
"929","H2FL07156",2022,"C00775080",245769
"930","H2FL07164",2022,"C00780619",240944
"931","H2FL07164",2022,"C00814004",244771
"932","H2FL07172",2022,"C00780072",241260
"933","H2FL07180",2022,"C00784645",241487
"934","H2FL07198",2022,"C00793562",242650
"935","H2FL07206",2022,"C00797647",242726
"936","H2FL07214",2022,"C00800425",243105
"937","H2FL07222",2022,"C00801159",243169
"938","H2FL07230",2022,"C00801571",243189
"939","H2FL07248",2022,"C00803544",243427
"940","H2FL07255",2022,"C00803791",243472
"941","H2FL07263",2022,"C00807180",243897
"942","H2FL07271",2022,"C00810721",244330
"943","H2FL07289",2022,"C00815563",244897
"944","H2FL07297",2022,"C00818211",245176
"945","H2FL08089",2022,"C00770743",239933
"946","H2FL08105",2022,"C00794263",242377
"947","H2FL08113",2022,"C00803627",243473
"948","H2FL08121",2022,"C00805564",243707
"949","H2FL08139",2022,"C00811539",244447
"950","H2FL09152",2022,"C00763177",238061
"951","H2FL09178",2022,"C00770065",239934
"952","H2FL09186",2022,"C00779561",240823
"953","H2FL09194",2022,"C00779900",240885
"954","H2FL09210",2022,"C00779496",241488
"955","H2FL09228",2022,"C00788810",241876
"956","H2FL09251",2022,"C00801886",243220
"957","H2FL09269",2022,"C00803221",243561
"958","H2FL09277",2022,"C00808089",243990
"959","H2FL10176",2022,"C00778027",240643
"960","H2FL10184",2022,"C00780726",240965
"961","H2FL10192",2022,"C00780700",240966
"962","H2FL10200",2022,"C00780882",240967
"963","H2FL10218",2022,"C00781799",241095
"964","H2FL10226",2022,"C00783068",241296
"965","H2FL10234",2022,"C00781369",241445
"966","H2FL10259",2022,"C00786822",241741
"967","H2FL10267",2022,"C00790022",241965
"968","H2FL10275",2022,"C00792747",242251
"969","H2FL10283",2022,"C00791582",242252
"970","H2FL10291",2022,"C00771337",242278
"971","H2FL10309",2022,"C00797555",242727
"972","H2FL10317",2022,"C00801365",243175
"973","H2FL10325",2022,"C00809038",244077
"974","H2FL10333",2022,"C00818450",245217
"975","H2FL10358",2022,"C00819730",245363
"976","H2FL11117",2022,"C00771949",240065
"977","H2FL11125",2022,"C00776344",240424
"978","H2FL11133",2022,"C00788893",241879
"979","H2FL11166",2022,"C00809434",244132
"980","H2FL11174",2022,"C00818583",245233
"981","H2FL11174",2022,"C00816231",244974
"982","H2FL11182",2022,"C00819003",245282
"983","H2FL12073",2022,"C00780973",241227
"984","H2FL12081",2022,"C00790196",241970
"985","H2FL12099",2022,"C00787010",242273
"986","H2FL12107",2022,"C00796409",242621
"987","H2FL12115",2022,"C00796581",242622
"988","H2FL12123",2022,"C00817320",245078
"989","H2FL12131",2022,"C00818377",245243
"990","H2FL13139",2022,"C00447474",234991
"991","H2FL13139",2022,"C00374751",234866
"992","H2FL13212",2022,"C00776039",240374
"993","H2FL13220",2022,"C00779058",240775
"994","H2FL13238",2022,"C00780577",240961
"995","H2FL13246",2022,"C00782136",241162
"996","H2FL13253",2022,"C00782193",241163
"997","H2FL13261",2022,"C00807362",243911
"998","H2FL13279",2022,"C00786004",241656
"999","H2FL13287",2022,"C00801530",243190
"1000","H2FL13295",2022,"C00815167",244877
"1001","H2FL14053",2022,"C00494856",235204
"1002","H2FL14186",2022,"C00733329",239471
"1003","H2FL14236",2022,"C00765222",237833
"1004","H2FL14244",2022,"C00782045",241129
"1005","H2FL14251",2022,"C00785006",241543
"1006","H2FL14269",2022,"C00789222",241903
"1007","H2FL14277",2022,"C00797597",242728
"1008","H2FL14293",2022,"C00815480",244922
"1009","H2FL14301",2022,"C00818724",245255
"1010","H2FL15092",2022,"C00768333",239524
"1011","H2FL15100",2022,"C00786954",241742
"1012","H2FL15118",2022,"C00795443",242515
"1013","H2FL15134",2022,"C00799551",243013
"1014","H2FL15142",2022,"C00800193",243087
"1015","H2FL15159",2022,"C00805713",243708
"1016","H2FL15191",2022,"C00807982",243991
"1017","H2FL15209",2022,"C00808485",244030
"1018","H2FL15217",2022,"C00809608",244183
"1019","H2FL15217",2022,"C00810010",244196
"1020","H2FL15225",2022,"C00814269",244773
"1021","H2FL15233",2022,"C00815274",244888
"1022","H2FL15241",2022,"C00818880",245810
"1023","H2FL15241",2022,"C00815373",244899
"1024","H2FL15258",2022,"C00816330",244995
"1025","H2FL15266",2022,"C00816496",245014
"1026","H2FL16090",2022,"C00766121",239299
"1027","H2FL16108",2022,"C00775528",240359
"1028","H2FL17098",2022,"C00768291",239525
"1029","H2FL17106",2022,"C00807768",243971
"1030","H2FL18088",2022,"C00775486",240360
"1031","H2FL18096",2022,"C00786574",241701
"1032","H2FL18112",2022,"C00814673",244834
"1033","H2FL18120",2022,"C00817890",245133
"1034","H2FL18138",2022,"C00824110",245910
"1035","H2FL19110",2022,"C00812198",244512
"1036","H2FL20126",2022,"C00732206",237669
"1037","H2FL20134",2022,"C00763995",237623
"1038","H2FL20142",2022,"C00776518",240444
"1039","H2FL20159",2022,"C00776831",240494
"1040","H2FL20191",2022,"C00777649",242469
"1041","H2FL20217",2022,"C00778431",240819
"1042","H2FL20225",2022,"C00779512",242081
"1043","H2FL20241",2022,"C00781302",241033
"1044","H2FL20266",2022,"C00784439",241473
"1045","H2FL20274",2022,"C00784660",241489
"1046","H2FL20282",2022,"C00785410",241584
"1047","H2FL20290",2022,"C00786384",242470
"1048","H2FL20316",2022,"C00791061",242072
"1049","H2FL20324",2022,"C00784181",242455
"1050","H2FL20340",2022,"C00817106",245063
"1051","H2FL21074",2022,"C00769372",239722
"1052","H2FL21082",2022,"C00772335",240142
"1053","H2FL21090",2022,"C00776484",240464
"1054","H2FL21108",2022,"C00780056",240886
"1055","H2FL21116",2022,"C00786871",241752
"1056","H2FL21124",2022,"C00787721",241799
"1057","H2FL21132",2022,"C00791541",242128
"1058","H2FL21140",2022,"C00784991",242274
"1059","H2FL21157",2022,"C00800854",243152
"1060","H2FL21165",2022,"C00800755",243106
"1061","H2FL21173",2022,"C00805374",243689
"1062","H2FL21181",2022,"C00812248",244530
"1063","H2FL21199",2022,"C00738062",244841
"1064","H2FL22148",2022,"C00774885",240306
"1065","H2FL22155",2022,"C00788497",241849
"1066","H2FL22163",2022,"C00804039",243501
"1067","H2FL22171",2022,"C00807628",243943
"1068","H2FL22189",2022,"C00811158",244375
"1069","H2FL22197",2022,"C00811679",244448
"1070","H2FL22205",2022,"C00813733",244744
"1071","H2FL22213",2022,"C00740621",244820
"1072","H2FL22221",2022,"C00814848",244853
"1073","H2FL22239",2022,"C00816769",245025
"1074","H2FL23021",2022,"C00269837",234806
"1075","H2FL23104",2022,"C00767947",239488
"1076","H2FL23120",2022,"C00803387",243428
"1077","H2FL23138",2022,"C00816553",245026
"1078","H2FL23146",2022,"C00817486",245109
"1079","H2FL23153",2022,"C00816140",244975
"1080","H2FL23161",2022,"C00817718",245121
"1081","H2FL23245",2022,"C00823955",245690
"1082","H2FL23252",2022,"C00818294",245200
"1083","H2FL23260",2022,"C00818468",245235
"1084","H2FL23278",2022,"C00818005",245381
"1085","H2FL24037",2022,"C00691832",236061
"1086","H2FL24045",2022,"C00794453",242413
"1087","H2FL24052",2022,"C00793992",242343
"1088","H2FL24060",2022,"C00810184",244224
"1089","H2FL24078",2022,"C00820043",245389
"1090","H2FL25018",2022,"C00376087",234827
"1091","H2FL25067",2022,"C00777045",240517
"1092","H2FL25075",2022,"C00804369",243562
"1093","H2FL25083",2022,"C00784041",242236
"1094","H2FL25091",2022,"C00810648",245309
"1095","H2FL26073",2022,"C00777136",240533
"1096","H2FL26081",2022,"C00799437",242989
"1097","H2FL26099",2022,"C00808261",244585
"1098","H2FL27048",2022,"C00783555",241353
"1099","H2FL27055",2022,"C00771303",241388
"1100","H2FL27063",2022,"C00786285",241695
"1101","H2FL27071",2022,"C00802223",243262
"1102","H2FL27089",2022,"C00781336",244774
"1103","H2FL27097",2022,"C00814871",244854
"1104","H2FL28020",2022,"C00816272",244976
"1105","H2FL28038",2022,"C00819268",245299
"1106","H2GA01249",2022,"C00779686",240849
"1107","H2GA01256",2022,"C00781005",240979
"1108","H2GA01272",2022,"C00797738",242746
"1109","H2GA02031",2022,"C00266940",234807
"1110","H2GA02122",2022,"C00775445",240345
"1111","H2GA02148",2022,"C00791350",242112
"1112","H2GA02155",2022,"C00798488",245523
"1113","H2GA02155",2022,"C00796524",242623
"1114","H2GA02163",2022,"C00797464",242694
"1115","H2GA02171",2022,"C00799627",242990
"1116","H2GA02189",2022,"C00800599",243088
"1117","H2GA02197",2022,"C00811083",244376
"1118","H2GA03153",2022,"C00787895",241811
"1119","H2GA03161",2022,"C00789800",241941
"1120","H2GA03179",2022,"C00790097",241957
"1121","H2GA03195",2022,"C00804047",243502
"1122","H2GA04193",2022,"C00811430",244449
"1123","H2GA04201",2022,"C00800383",243089
"1124","H2GA05166",2022,"C00801423",243199
"1125","H2GA05174",2022,"C00808659",244031
"1126","H2GA05182",2022,"C00808600",244963
"1127","H2GA06123",2022,"C00775395",240326
"1128","H2GA06131",2022,"C00778555",240718
"1129","H2GA06149",2022,"C00769430",241044
"1130","H2GA06156",2022,"C00781922",241115
"1131","H2GA06164",2022,"C00784306",241450
"1132","H2GA06172",2022,"C00784355",241459
"1133","H2GA06180",2022,"C00780205",241627
"1134","H2GA06198",2022,"C00790394",243365
"1135","H2GA06214",2022,"C00804336",243882
"1136","H2GA06222",2022,"C00808923",244072
"1137","H2GA07121",2022,"C00765024",238576
"1138","H2GA07139",2022,"C00788539",241850
"1139","H2GA07147",2022,"C00796698",242631
"1140","H2GA07162",2022,"C00808428",244008
"1141","H2GA08061",2022,"C00790725",242035
"1142","H2GA08079",2022,"C00792523",242237
"1143","H2GA08095",2022,"C00774935",243289
"1144","H2GA09218",2022,"C00788935",241884
"1145","H2GA09226",2022,"C00802751",243329
"1146","H2GA09234",2022,"C00805028",243612
"1147","H2GA09242",2022,"C00805416",243690
"1148","H2GA10133",2022,"C00776443",240445
"1149","H2GA10158",2022,"C00778936",240733
"1150","H2GA10166",2022,"C00779553",240824
"1151","H2GA10174",2022,"C00781138",241025
"1152","H2GA10182",2022,"C00781187",241034
"1153","H2GA10190",2022,"C00782607",241240
"1154","H2GA10208",2022,"C00782649",241241
"1155","H2GA10216",2022,"C00784975",241544
"1156","H2GA10224",2022,"C00785261",241573
"1157","H2GA10232",2022,"C00785360",241585
"1158","H2GA10240",2022,"C00785493",241595
"1159","H2GA10257",2022,"C00777631",241691
"1160","H2GA10265",2022,"C00787143",241764
"1161","H2GA10273",2022,"C00800987",243153
"1162","H2GA10281",2022,"C00804286",244009
"1163","H2GA11214",2022,"C00768960",239631
"1164","H2GA11222",2022,"C00770875",239935
"1165","H2GA11230",2022,"C00774190",240247
"1166","H2GA11248",2022,"C00781435",241070
"1167","H2GA12121",2022,"C00504019",235433
"1168","H2GA12154",2022,"C00769422",240321
"1169","H2GA13012",2022,"C00369801",234858
"1170","H2GA13061",2022,"C00787481",241784
"1171","H2GA13079",2022,"C00794412",242414
"1172","H2GA13087",2022,"C00796763",242639
"1173","H2GA13103",2022,"C00801605",243191
"1174","H2GA13129",2022,"C00807339",243912
"1175","H2GA13137",2022,"C00811067",244377
"1176","H2GA14028",2022,"C00767830",239472
"1177","H2GA14036",2022,"C00768903",239632
"1178","H2GA14044",2022,"C00768101",239765
"1179","H2GA14051",2022,"C00801969",243234
"1180","H2GA14051",2022,"C00767798",239898
"1181","H2GA14069",2022,"C00778480",240706
"1182","H2GA14077",2022,"C00781567",241080
"1183","H2GA14085",2022,"C00784421",241534
"1184","H2GA14093",2022,"C00789230",241906
"1185","H2GA14101",2022,"C00792416",242213
"1186","H2GA14119",2022,"C00794883",243430
"1187","H2GA14135",2022,"C00805978",243757
"1188","H2GA14143",2022,"C00809053",244098
"1189","H2GU01031",2022,"C00809343",244099
"1190","H2GU01049",2022,"C00813683",244709
"1191","H2GU01056",2022,"C00813881",244745
"1192","H2HI01112",2022,"C00788695",244647
"1193","H2HI01120",2022,"C00817205",245071
"1194","H2HI02128",2022,"C00680918",237126
"1195","H2HI02144",2022,"C00818823",245257
"1196","H2HI02144",2022,"C00755769",238842
"1197","H2HI02557",2022,"C00807578",243945
"1198","H2HI02573",2022,"C00813675",244710
"1199","H2HI02581",2022,"C00813758",244746
"1200","H2HI02599",2022,"C00814236",244775
"1201","H2HI02607",2022,"C00816223",244977
"1202","H2HI02615",2022,"C00816652",245015
"1203","H2HI02623",2022,"C00819490",245335
"1204","H2IA01089",2022,"C00785675",241614
"1205","H2IA01097",2022,"C00794081",242344
"1206","H2IA02111",2022,"C00787820",241800
"1207","H2IA02129",2022,"C00782730",241937
"1208","H2IA03093",2022,"C00777698",240604
"1209","H2IA03101",2022,"C00784082",241433
"1210","H2IA03119",2022,"C00775122",245623
"1211","H2IA03119",2022,"C00784389",241460
"1212","H2IA03119",2022,"C00773531",245136
"1213","H2IA03127",2022,"C00790675",242012
"1214","H2IA04125",2022,"C00799163",242949
"1215","H2IA04141",2022,"C00802827",243330
"1216","H2ID01168",2022,"C00722793",237607
"1217","H2ID01176",2022,"C00783183",241308
"1218","H2ID01184",2022,"C00785881",241640
"1219","H2ID01192",2022,"C00808022",243972
"1220","H2ID02166",2022,"C00611467",235775
"1221","H2ID02216",2022,"C00808287",244051
"1222","H2IL01042",2022,"C00257121",234914
"1223","H2IL01208",2022,"C00769786",239788
"1224","H2IL01216",2022,"C00772574",240186
"1225","H2IL01224",2022,"C00775965",240375
"1226","H2IL01232",2022,"C00777037",240518
"1227","H2IL01240",2022,"C00777896",242013
"1228","H2IL01257",2022,"C00796979",242651
"1229","H2IL01265",2022,"C00805655",243729
"1230","H2IL01273",2022,"C00799692",242991
"1231","H2IL01281",2022,"C00799650",242992
"1232","H2IL01299",2022,"C00800292",243090
"1233","H2IL01315",2022,"C00800607",243107
"1234","H2IL01323",2022,"C00800953",243133
"1235","H2IL01331",2022,"C00802322",243270
"1236","H2IL01349",2022,"C00802603",243307
"1237","H2IL01356",2022,"C00802686",243308
"1238","H2IL01364",2022,"C00799544",243474
"1239","H2IL01372",2022,"C00803965",243563
"1240","H2IL01380",2022,"C00803098",243613
"1241","H2IL01398",2022,"C00807115",243871
"1242","H2IL01406",2022,"C00807529",243951
