"","Candidate","Gender","Race.1","Race.2","Race.3","Incumbent","Incumbent.Challenger","State","Primary.Date","Office","District","Primary.Votes","Primary..","Primary.Outcome","Runoff.Votes","Runoff..","Runoff.Outcome","EMILY.s.List","Justice.Dems","Indivisible","PCCC","Our.Revolution","Sunrise","Sanders","AOC","Party.Committee","Party","X2020.Election.Stance","Trump","Trump.Date","Club.for.Growth","Renew.America","E.PAC","VIEW.PAC","Maggie.s.List","Winning.for.Women","General.Election.Candidate","Gender.Num","White","White.Num","Black","Black.Num","Asian","Asian.Num","Latino","Latino.Num","Middle_Eastern","Middle_Eastern.Num","Native_American","Native_American.Num","Incumbent.Num","index"
"469","Tony Gonzales","Male","Latino (Mexican)",NA,"","Yes","No","Texas","3/1/22","Representative","23","37,212","78%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Accepted with reservations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,1,"469"
"470","Beth Van Duyne","Female","White",NA,"","Yes","No","Texas","3/1/22","Representative","24","61,768","85%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","Yes","12/10/21","N/A","N/A","N/A","Yes","Yes","Yes",TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"470"
"471","Roger Williams","Male","White",NA,"","Yes","No","Texas","3/1/22","Representative","25","69,418","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","Yes","12/10/21","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"471"
"472","Michael C. Burgess","Male","White",NA,"","Yes","No","Texas","3/1/22","Representative","26","42,006","67%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","Yes","12/10/21","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"472"
"473","Michael Cloud","Male","White",NA,"","Yes","No","Texas","3/1/22","Representative","27","45,741","72%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","Yes","12/10/21","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"473"
"474","Cassy Garcia","Female","Latino (Mexican)",NA,"","No","No","Texas","3/1/22","Representative","28","5,923","24%","Made runoff","8,485","57%","Won",NA,NA,NA,NA,NA,NA,NA,NA,"Yes (runoff only)","GOP","No comment","N/A","N/A","N/A","N/A","Yes (runoff only)","Yes (runoff only)","Yes (runoff only)","Yes (runoff only)",TRUE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,0,"474"
"475","Robert Schafranek","Male","White",NA,"","No","No","Texas","3/1/22","Representative","29","3,299","39%","Made runoff","2,875","61%","Won",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No comment","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"475"
"476","James Rodgers","Male","White",NA,"","No","No","Texas","3/1/22","Representative","30","3,754","31%","Made runoff","3,090","57%","Won",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No comment","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"476"
"477","John Carter","Male","White",NA,"","Yes","No","Texas","3/1/22","Representative","31","50,887","71%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","Yes","11/11/21","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"477"
"478","Antonio Swad","Male","Latino",NA,"","No","No","Texas","3/1/22","Representative","32","8,962","40%","Made runoff","6,929","57%","Won",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No comment","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,0,"478"
"479","Patrick David Gillespie","Male","White",NA,"","No","No","Texas","3/1/22","Representative","33","5,709","63%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No comment","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"479"
"480","Mayra Flores","Female","Latino (Mexican)",NA,"","No","No","Texas","3/1/22","Representative","34","9,490","60%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,0,"480"
"481","Dan McQueen","Male","White",NA,"","No","No","Texas","3/1/22","Representative","35","2,900","21%","Made runoff","4,161","61%","Won",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No comment","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"481"
"482","Brian Babin","Male","White",NA,"","Yes","No","Texas","3/1/22","Representative","36","59,381","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","Yes","2/17/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"482"
"483","Jenny Garcia Sharon","Female","White",NA,"","No","No","Texas","3/1/22","Representative","37","9,087","47%","Made runoff","6,923","59%","Won",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"483"
"484","Wesley Hunt","Male","Black",NA,"","No","No","Texas","3/1/22","Representative","38","35,291","55%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","No comment","Yes","2/17/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"484"
"485","Todd Young","Male","White",NA,"","Yes","No","Indiana","5/3/22","Senator","N/A","372,738","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","Fully accepted","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"485"
"486","Jennifer-Ruth Green","Female","Black",NA,"","No","No","Indiana","5/3/22","Representative","1","14,616","47%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No comment","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A",TRUE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"486"
"487","Jackie Walorski","Female","White",NA,"","Yes","No","Indiana","5/3/22","Representative","2","36,928","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","Yes","4/29/22","N/A","N/A","N/A","Yes","Yes","N/A",TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"487"
"488","Jim Banks","Male","White",NA,"","Yes","No","Indiana","5/3/22","Representative","3","54,033","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Accepted with reservations","Yes","4/27/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"488"
"489","Jim Baird","Male","White",NA,"","Yes","No","Indiana","5/3/22","Representative","4","50,342","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","Yes","4/29/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"489"
"490","Victoria Spartz","Female","White",NA,"","Yes","No","Indiana","5/3/22","Representative","5","47,128","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully accepted","Yes","4/29/22","N/A","N/A","N/A","Yes","Yes","N/A",TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"490"
"491","Greg Pence","Male","White",NA,"","Yes","No","Indiana","5/3/22","Representative","6","44,893","78%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","Yes","4/29/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"491"
"492","Angela Grabovsky","Female","White",NA,"","No","No","Indiana","5/3/22","Representative","7","6,886","54%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No comment","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"492"
"493","Larry D. Bucshon","Male","White",NA,"","Yes","No","Indiana","5/3/22","Representative","8","47,557","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully accepted","Yes","4/29/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"493"
"494","Erin Houchin","Female","White",NA,"","No","No","Indiana","5/3/22","Representative","9","21,697","37%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Raised questions","N/A","N/A","N/A","N/A","Yes","Yes","Yes","Yes",TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"494"
"495","J.D. Vance","Male","White",NA,"","No","No","Ohio","5/3/22","Senator","N/A","344,736","32%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","Yes","4/15/22","No","N/A","N/A","No","No","No",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"495"
"496","Steve Chabot","Male","White",NA,"","Yes","No","Ohio","5/3/22","Representative","1","45,450","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","Yes","4/23/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"496"
"497","Brad Wenstrup","Male","White",NA,"","Yes","No","Ohio","5/3/22","Representative","2","56,805","77%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Accepted with reservations","Yes","4/21/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"497"
"498","Lee R. Stahley","Male","White",NA,"","No","No","Ohio","5/3/22","Representative","3","30,250","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Avoided answering","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"498"
"499","Jim Jordan","Male","White",NA,"","Yes","No","Ohio","5/3/22","Representative","4","86,576","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","Yes","4/6/22","N/A","No","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"499"
"500","Bob Latta","Male","White",NA,"","Yes","No","Ohio","5/3/22","Representative","5","69,981","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Accepted with reservations","Yes","4/29/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"500"
"501","Bill Johnson","Male","White",NA,"","Yes","No","Ohio","5/3/22","Representative","6","63,578","78%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","Yes","4/21/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"501"
"502","Max Miller","Male","White",NA,"","No","No","Ohio","5/3/22","Representative","7","43,158","72%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","Yes","2/26/21","Yes","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"502"
"503","Warren Davidson","Male","White",NA,"","Yes","No","Ohio","5/3/22","Representative","8","50,372","72%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","Yes","2/9/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"503"
"504","J.R. Majewski","Male","White",NA,"","No","No","Ohio","5/3/22","Representative","9","21,850","36%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","N/A","N/A","N/A","N/A","N/A","No","N/A","No",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"504"
"505","Mike Turner","Male","White",NA,"","Yes","No","Ohio","5/3/22","Representative","10","65,734","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully accepted","Yes","4/29/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"505"
"506","Eric J. Brewer","Male","Black",NA,"","No","No","Ohio","5/3/22","Representative","11","8,240","58%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No comment","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"506"
"507","Troy Balderson","Male","White",NA,"","Yes","No","Ohio","5/3/22","Representative","12","66,181","82%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully accepted","Yes","4/23/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"507"
"508","Madison Gesiotto Gilbert","Female","White",NA,"","No","No","Ohio","5/3/22","Representative","13","16,210","29%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No comment","Yes","3/15/22","N/A","N/A","Yes","Yes","N/A","N/A",TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"508"
"509","David P. Joyce","Male","White",NA,"","Yes","No","Ohio","5/3/22","Representative","14","58,042","76%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully accepted","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"509"
"510","Mike Carey","Male","White",NA,"","Yes","No","Ohio","5/3/22","Representative","15","48,827","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No comment","Yes","4/21/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"510"
"511","Jim Myles","Male","White",NA,"","No","No","Virginia","5/7/22","Representative","11","670","40%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No comment","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"511"
"512","Carol Miller","Female","White",NA,"","Yes","No","West Virginia","5/10/22","Representative","1","41,852","66%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","Yes","4/6/22","N/A","N/A","N/A","Yes","Yes","N/A",TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"512"
"513","Alexander X. Mooney","Male","White","Latino (Cuban)","","Yes","Yes","West Virginia","5/10/22","Representative","2","45,164","54%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","Yes","11/15/21","Yes","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,1,"513"
"514","Mike Flood","Male","White",NA,"","No","Yes","Nebraska","5/10/22","Representative","1","61,265","74%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No comment","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"514"
"515","Don Bacon","Male","White",NA,"","Yes","No","Nebraska","5/10/22","Representative","2","53,824","77%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully accepted","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"515"
"516","Adrian Smith","Male","White",NA,"","Yes","No","Nebraska","5/10/22","Representative","3","89,453","76%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Accepted with reservations","Yes","5/3/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"516"
"517","Rand Paul","Male","White",NA,"","Yes","No","Kentucky","5/17/22","Senator","N/A","333,051","86%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","Accepted with reservations","Yes","4/8/21","Yes","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"517"
"518","James R. Comer","Male","White",NA,"","Yes","No","Kentucky","5/17/22","Representative","1","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Accepted with reservations","Yes","5/10/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"518"
"519","S. Brett Guthrie","Male","White",NA,"","Yes","No","Kentucky","5/17/22","Representative","2","52,265","78%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully accepted","Yes","5/10/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"519"
"520","Stuart N. Ray","Male","White",NA,"","No","No","Kentucky","5/17/22","Representative","3","9,703","30%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Accepted with reservations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"520"
"521","Thomas Massie","Male","White",NA,"","Yes","No","Kentucky","5/17/22","Representative","4","50,301","75%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Accepted with reservations","Yes","5/10/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"521"
"522","Harold ""Hal"" Rogers","Male","White",NA,"","Yes","No","Kentucky","5/17/22","Representative","5","77,050","83%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","Yes","5/10/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"522"
"523","Andy Barr","Male","White",NA,"","Yes","No","Kentucky","5/17/22","Representative","6","47,660","88%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Accepted with reservations","Yes","5/10/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"523"
"524","Jo Rae Perkins","Female","White",NA,"","No","No","Oregon","5/17/22","Senator","N/A","115,701","33%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"524"
"525","Christopher A. Mann","Male","White",NA,"","No","No","Oregon","5/17/22","Representative","1","19,605","67%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"525"
"526","Cliff S. Bentz","Male","White",NA,"","Yes","No","Oregon","5/17/22","Representative","2","67,051","75%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Accepted with reservations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"526"
"527","Joanna Harbour","Female","White",NA,"","No","No","Oregon","5/17/22","Representative","3","18,031","98%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No comment","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"527"
"528","Alek Skarlatos","Male","White",NA,"","No","No","Oregon","5/17/22","Representative","4","58,655","98%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","Avoided answering","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"528"
"529","Lori Chavez-DeRemer","Female","Latino",NA,"","No","No","Oregon","5/17/22","Representative","5","30,438","43%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Raised questions","N/A","N/A","N/A","N/A","Yes","Yes","Yes","N/A",TRUE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,0,"529"
"530","Mike Erickson","Male","White",NA,"","No","No","Oregon","5/17/22","Representative","6","21,675","35%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully accepted","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"530"
"531","Mike Crapo","Male","White",NA,"","Yes","No","Idaho","5/17/22","Senator","N/A","177,906","67%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","Accepted with reservations","Yes","3/5/21","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"531"
"532","Russ Fulcher","Male","White",NA,"","Yes","No","Idaho","5/17/22","Representative","1","126,528","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","Yes","5/14/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"532"
"533","Mike Simpson","Male","White",NA,"","Yes","No","Idaho","5/17/22","Representative","2","67,177","55%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Accepted with reservations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"533"
"534","Ted Budd","Male","White",NA,"","No","No","North Carolina","5/17/22","Senator","N/A","448,128","59%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Accepted with reservations","Yes","6/5/21","Yes","N/A","N/A","No","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"534"
"535","Sandy Smith","Female","White",NA,"","No","No","North Carolina","5/17/22","Representative","1","13,621","31%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"535"
"536","Christine E. Villaverde","Female","White",NA,"","No","No","North Carolina","5/17/22","Representative","2","19,650","55%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Raised questions","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"536"
"537","Greg Murphy","Male","White",NA,"","Yes","No","North Carolina","5/17/22","Representative","3","50,123","76%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Fully denied","Yes","4/6/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"537"
"538","Courtney Geels","Female","White",NA,"","No","No","North Carolina","5/17/22","Representative","4","19,645","65%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Raised questions","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"538"
